,time (hours),Agg GPU alloc(%)
5259,438.25,86.71875
5260,438.3333333333333,85.9375
5261,438.4166666666667,86.71875
5262,438.5,85.9375
5263,438.5833333333333,85.9375
5264,438.6666666666667,85.9375
5265,438.75,86.71875
5266,438.8333333333333,86.71875
5267,438.9166666666667,86.71875
5268,439.0,86.71875
5269,439.0833333333333,86.71875
5270,439.1666666666667,87.5
5271,439.25,87.5
5272,439.3333333333333,88.28125
5273,439.4166666666667,88.28125
5274,439.5,88.28125
5275,439.5833333333333,88.28125
5276,439.6666666666667,88.28125
5277,439.75,88.28125
5278,439.8333333333333,88.28125
5279,439.9166666666667,89.0625
5280,440.0,89.0625
5281,440.0833333333333,89.0625
5282,440.1666666666667,89.0625
5283,440.25,89.0625
5284,440.3333333333333,89.0625
5285,440.4166666666667,87.5
5286,440.5,88.28125
5287,440.5833333333333,87.5
5288,440.6666666666667,87.5
5289,440.75,88.28125
5290,440.8333333333333,88.28125
5291,440.9166666666667,88.28125
5292,441.0,88.28125
5293,441.0833333333333,89.0625
5294,441.1666666666667,89.0625
5295,441.25,89.0625
5296,441.3333333333333,89.0625
5297,441.4166666666667,89.84375
5298,441.5,89.0625
5299,441.5833333333333,89.0625
5300,441.6666666666667,89.0625
5301,441.75,89.0625
5302,441.8333333333333,89.84375
5303,441.9166666666667,89.0625
5304,442.0,89.0625
5305,442.0833333333333,89.0625
5306,442.1666666666667,88.28125
5307,442.25,88.28125
5308,442.3333333333333,89.84375
5309,442.4166666666667,89.0625
5310,442.5,89.0625
5311,442.5833333333333,89.84375
5312,442.6666666666667,89.84375
5313,442.75,89.0625
5314,442.8333333333333,89.0625
5315,442.9166666666667,90.625
5316,443.0,90.625
5317,443.0833333333333,90.625
5318,443.1666666666667,90.625
5319,443.25,89.84375
5320,443.3333333333333,89.84375
5321,443.4166666666667,89.84375
5322,443.5,89.84375
5323,443.5833333333333,89.0625
5324,443.6666666666667,89.0625
5325,443.75,89.0625
5326,443.8333333333333,89.0625
5327,443.9166666666667,89.0625
5328,444.0,89.0625
5329,444.0833333333333,89.0625
5330,444.1666666666667,89.84375
5331,444.25,89.0625
5332,444.3333333333333,89.0625
5333,444.4166666666667,89.0625
5334,444.5,89.0625
5335,444.5833333333333,89.0625
5336,444.6666666666667,87.5
5337,444.75,88.28125
5338,444.8333333333333,88.28125
5339,444.9166666666667,89.0625
5340,445.0,89.0625
5341,445.0833333333333,88.28125
5342,445.1666666666667,88.28125
5343,445.25,89.0625
5344,445.3333333333333,89.84375
5345,445.4166666666667,89.0625
5346,445.5,89.84375
5347,445.5833333333333,89.0625
5348,445.6666666666667,89.0625
5349,445.75,88.28125
5350,445.8333333333333,88.28125
5351,445.9166666666667,89.0625
5352,446.0,88.28125
5353,446.0833333333333,87.5
5354,446.1666666666667,86.71875
5355,446.25,86.71875
5356,446.3333333333333,88.28125
5357,446.4166666666667,88.28125
5358,446.5,87.5
5359,446.5833333333333,87.5
5360,446.6666666666667,88.28125
5361,446.75,87.5
5362,446.8333333333333,87.5
5363,446.9166666666667,89.0625
5364,447.0,88.28125
5365,447.0833333333333,88.28125
5366,447.1666666666667,88.28125
5367,447.25,87.5
5368,447.3333333333333,86.71875
5369,447.4166666666667,86.71875
5370,447.5,87.5
5371,447.5833333333333,87.5
5372,447.6666666666667,88.28125
5373,447.75,88.28125
5374,447.8333333333333,88.28125
5375,447.9166666666667,88.28125
5376,448.0,88.28125
5377,448.0833333333333,88.28125
5378,448.1666666666667,88.28125
5379,448.25,89.0625
5380,448.3333333333333,89.0625
5381,448.4166666666667,89.0625
5382,448.5,89.84375
5383,448.5833333333333,89.84375
5384,448.6666666666667,89.84375
5385,448.75,89.0625
5386,448.8333333333333,87.5
5387,448.9166666666667,87.5
5388,449.0,88.28125
5389,449.0833333333333,87.5
5390,449.1666666666667,87.5
5391,449.25,88.28125
5392,449.3333333333333,87.5
5393,449.4166666666667,88.28125
5394,449.5,88.28125
5395,449.5833333333333,88.28125
5396,449.6666666666667,88.28125
5397,449.75,90.625
5398,449.8333333333333,89.0625
5399,449.9166666666667,89.84375
5400,450.0,89.84375
5401,450.0833333333333,89.0625
5402,450.1666666666667,89.0625
5403,450.25,89.84375
5404,450.3333333333333,89.84375
5405,450.4166666666667,89.0625
5406,450.5,89.84375
5407,450.5833333333333,89.84375
5408,450.6666666666667,89.84375
5409,450.75,89.84375
5410,450.8333333333333,90.625
5411,450.9166666666667,89.84375
5412,451.0,90.625
5413,451.0833333333333,90.625
5414,451.1666666666667,90.625
5415,451.25,90.625
5416,451.3333333333333,90.625
5417,451.4166666666667,90.625
5418,451.5,90.625
5419,451.5833333333333,90.625
5420,451.6666666666667,90.625
5421,451.75,90.625
5422,451.8333333333333,90.625
5423,451.9166666666667,90.625
5424,452.0,90.625
5425,452.0833333333333,90.625
5426,452.1666666666667,89.84375
5427,452.25,89.84375
5428,452.3333333333333,90.625
5429,452.4166666666667,90.625
5430,452.5,89.0625
5431,452.5833333333333,89.84375
5432,452.6666666666667,89.0625
5433,452.75,89.84375
5434,452.8333333333333,89.84375
5435,452.9166666666667,89.84375
5436,453.0,89.0625
5437,453.0833333333333,89.84375
5438,453.1666666666667,88.28125
5439,453.25,88.28125
5440,453.3333333333333,88.28125
5441,453.4166666666667,87.5
5442,453.5,88.28125
5443,453.5833333333333,88.28125
5444,453.6666666666667,88.28125
5445,453.75,88.28125
5446,453.8333333333333,87.5
5447,453.9166666666667,88.28125
5448,454.0,89.0625
5449,454.0833333333333,89.0625
5450,454.1666666666667,88.28125
5451,454.25,88.28125
5452,454.3333333333333,88.28125
5453,454.4166666666667,89.0625
5454,454.5,90.625
5455,454.5833333333333,89.84375
5456,454.6666666666667,89.84375
5457,454.75,88.28125
5458,454.8333333333333,88.28125
5459,454.9166666666667,89.84375
5460,455.0,89.84375
5461,455.0833333333333,89.84375
5462,455.1666666666667,89.84375
5463,455.25,90.625
5464,455.3333333333333,90.625
5465,455.4166666666667,90.625
5466,455.5,90.625
5467,455.5833333333333,90.625
5468,455.6666666666667,90.625
5469,455.75,90.625
5470,455.8333333333333,90.625
